,"activity, %"
Actin_BR,58
Actin_ST,51
Arp2_3,58
CP,0
Cdc42,48
Cofilin,26
Coronin,22
Cortactin,29
Dia1,0
Dia2,88
Ena_Vasp,100
IRSp53,56
LIMK,78
PAK,99
PIP2,52
PKD,70
Profilin,51
ROCK,70
ROCK_,70
Rac1,29
RhoA,72
SSH,22
Thymosin,44
WASP,56
WAVE,29
