,"activity, %"
Actin_BR,19
Actin_ST,62
Arp2_3,19
CP,48
Cdc42,50
Cofilin,4
Coronin,0
Cortactin,20
Dia1,40
Dia2,88
Ena_Vasp,100
IRSp53,51
LIMK,100
PAK,100
PIP2,52
PKD,80
Profilin,62
ROCK,80
ROCK_,80
Rac1,20
RhoA,80
SSH,0
Thymosin,52
WASP,48
WAVE,20
