,"activity, %"
ARHGAP22,76
Actin_BR,44
Actin_ST,54
Arp2_3,44
CP,44
Cdc42,50
Cofilin,43
Coronin,20
Cortactin,22
Dia1,56
Dia2,96
Ena_Vasp,100
IRSp53_Cdc42,50
IRSp53_Rac1,22
LIMK,80
NET1,45
PAK,55
PIP2,0
PKD,76
Profilin,96
ROCK,76
ROS,22
Rac1,22
RhoA,79
SSH,20
Thymosin,52
WASP,48
WAVE,28
