,"activity, %"
Actin_BR,36
Actin_ST,63
Arp2_3,36
CP,50
Cdc42,49
Cofilin,23
Coronin,8
Cortactin,0
Dia1,50
Dia2,100
Ena_Vasp,98
IRSp53,49
LIMK,92
PAK,96
PIP2,50
PKD,92
Profilin,63
ROCK,92
ROCK_,92
Rac1,0
RhoA,100
SSH,8
Thymosin,47
WASP,52
WAVE,0
