,"activity, %"
ARHGAP22,44
Actin_BR,32
Actin_ST,8
Arp2_3,32
CP,100
Cdc42,52
Cofilin,45
Coronin,15
Cortactin,0
Dia1,0
Dia2,48
Ena_Vasp,96
IRSp53_Cdc42,52
IRSp53_Rac1,0
LIMK,85
NET1,48
PAK,52
PIP2,0
PKD,44
Profilin,41
ROCK,44
ROS,0
Rac1,0
RhoA,48
SSH,15
Thymosin,55
WASP,41
WAVE,0
