,"activity, %"
ARHGAP22,18
Actin_BR,51
Actin_ST,86
Arp2_3,51
CP,0
Cdc42,50
Cofilin,56
Coronin,63
Cortactin,51
Dia1,20
Dia2,71
Ena_Vasp,90
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,35
NET1,33
PAK,67
PIP2,51
PKD,18
Profilin,89
ROCK,18
ROS,51
Rac1,51
RhoA,20
SSH,63
Thymosin,23
WASP,75
WAVE,51
