,"activity, %"
ARHGAP22,80
Actin_BR,36
Actin_ST,45
Arp2_3,36
CP,52
Cdc42,51
Cofilin,26
Coronin,12
Cortactin,15
Dia1,39
Dia2,0
Ena_Vasp,98
IRSp53_Cdc42,51
IRSp53_Rac1,15
LIMK,87
NET1,45
PAK,54
PIP2,48
PKD,80
Profilin,62
ROCK,80
ROS,15
Rac1,15
RhoA,86
SSH,12
Thymosin,44
WASP,55
WAVE,0
