,"activity, %"
ARHGAP22,80
Actin_BR,0
Actin_ST,100
Arp2_3,0
CP,0
Cdc42,48
Cofilin,7
Coronin,11
Cortactin,15
Dia1,86
Dia2,98
Ena_Vasp,99
IRSp53_Cdc42,48
IRSp53_Rac1,15
LIMK,89
NET1,49
PAK,51
PIP2,52
PKD,80
Profilin,100
ROCK,80
ROS,15
Rac1,15
RhoA,86
SSH,11
Thymosin,0
WASP,75
WAVE,26
