,"activity, %"
ARHGAP22,81
Actin_BR,37
Actin_ST,42
Arp2_3,37
CP,66
Cdc42,52
Cofilin,26
Coronin,15
Cortactin,14
Dia1,33
Dia2,94
Ena_Vasp,0
IRSp53_Cdc42,52
IRSp53_Rac1,0
LIMK,85
NET1,44
PAK,56
PIP2,52
PKD,81
Profilin,64
ROCK,81
ROS,15
Rac1,15
RhoA,87
SSH,15
Thymosin,44
WASP,56
WAVE,15
