,"activity, %"
ARHGAP22,23
Actin_BR,55
Actin_ST,64
Arp2_3,55
CP,51
Cdc42,52
Cofilin,57
Coronin,61
Cortactin,0
Dia1,10
Dia2,79
Ena_Vasp,81
IRSp53_Cdc42,0
IRSp53_Rac1,55
LIMK,36
NET1,35
PAK,63
PIP2,48
PKD,23
Profilin,70
ROCK,23
ROS,55
Rac1,55
RhoA,26
SSH,61
Thymosin,31
WASP,64
WAVE,64
