,"activity, %"
ARHGAP22,0
Actin_BR,78
Actin_ST,29
Arp2_3,78
CP,94
Cdc42,48
Cofilin,58
Coronin,61
Cortactin,76
Dia1,5
Dia2,99
Ena_Vasp,0
IRSp53_Cdc42,48
IRSp53_Rac1,78
LIMK,38
NET1,20
PAK,80
PIP2,50
PKD,31
Profilin,87
ROCK,31
ROS,78
Rac1,78
RhoA,33
SSH,61
Thymosin,23
WASP,74
WAVE,90
