,"activity, %"
ARHGAP22,85
Actin_BR,0
Actin_ST,57
Arp2_3,0
CP,50
Cdc42,49
Cofilin,6
Coronin,9
Cortactin,7
Dia1,41
Dia2,94
Ena_Vasp,96
IRSp53_Cdc42,49
IRSp53_Rac1,7
LIMK,90
NET1,49
PAK,50
PIP2,48
PKD,85
Profilin,57
ROCK,85
ROS,7
Rac1,7
RhoA,92
SSH,9
Thymosin,47
WASP,49
WAVE,0
