,"activity, %"
ARHGAP22,0
Actin_BR,83
Actin_ST,0
Arp2_3,83
CP,56
Cdc42,49
Cofilin,62
Coronin,73
Cortactin,83
Dia1,5
Dia2,100
Ena_Vasp,92
IRSp53_Cdc42,49
IRSp53_Rac1,83
LIMK,27
NET1,16
PAK,84
PIP2,51
PKD,23
Profilin,0
ROCK,23
ROS,83
Rac1,83
RhoA,26
SSH,73
Thymosin,26
WASP,72
WAVE,92
