,"activity, %"
Actin_BR,79
Actin_ST,100
Arp2_3,79
CP,0
Cdc42,50
Cofilin,37
Coronin,24
Cortactin,33
Dia1,69
Dia2,87
Ena_Vasp,100
IRSp53,59
LIMK,76
PAK,98
PIP2,50
PKD,67
Profilin,100
ROCK,67
ROCK_,67
Rac1,33
RhoA,69
SSH,24
Thymosin,0
WASP,81
WAVE,33
