,"activity, %"
Actin_BR,55
Actin_ST,44
Arp2_3,55
CP,51
Cdc42,47
Cofilin,49
Coronin,20
Cortactin,29
Dia1,34
Dia2,0
Ena_Vasp,100
IRSp53,55
LIMK,0
PAK,99
PIP2,49
PKD,71
Profilin,69
ROCK,71
ROCK_,71
Rac1,29
RhoA,72
SSH,20
Thymosin,41
WASP,59
WAVE,29
