,"activity, %"
ARHGAP22,0
Actin_BR,66
Actin_ST,77
Arp2_3,66
CP,52
Cdc42,49
Cofilin,61
Coronin,61
Cortactin,0
Dia1,7
Dia2,90
Ena_Vasp,89
IRSp53_Cdc42,49
IRSp53_Rac1,69
LIMK,31
NET1,19
PAK,73
PIP2,40
PKD,26
Profilin,78
ROCK,26
ROS,69
Rac1,69
RhoA,31
SSH,61
Thymosin,24
WASP,65
WAVE,78
