,"activity, %"
ARHGAP22,7
Actin_BR,71
Actin_ST,52
Arp2_3,71
CP,39
Cdc42,51
Cofilin,85
Coronin,94
Cortactin,71
Dia1,15
Dia2,0
Ena_Vasp,88
IRSp53_Cdc42,51
IRSp53_Rac1,71
LIMK,4
NET1,27
PAK,73
PIP2,47
PKD,0
Profilin,92
ROCK,7
ROS,71
Rac1,71
RhoA,15
SSH,94
Thymosin,7
WASP,86
WAVE,83
