,"activity, %"
ARHGAP22,89
Actin_BR,6
Actin_ST,47
Arp2_3,6
CP,49
Cdc42,0
Cofilin,9
Coronin,11
Cortactin,7
Dia1,47
Dia2,100
Ena_Vasp,97
IRSp53_Cdc42,0
IRSp53_Rac1,7
LIMK,89
NET1,93
PAK,7
PIP2,51
PKD,89
Profilin,47
ROCK,89
ROS,7
Rac1,7
RhoA,95
SSH,11
Thymosin,61
WASP,37
WAVE,0
