,"activity, %"
ARHGAP22,0
Actin_BR,60
Actin_ST,80
Arp2_3,60
CP,0
Cdc42,50
Cofilin,74
Coronin,82
Cortactin,60
Dia1,0
Dia2,50
Ena_Vasp,83
IRSp53_Cdc42,50
IRSp53_Rac1,60
LIMK,2
NET1,37
PAK,63
PIP2,52
PKD,0
Profilin,80
ROCK,0
ROS,60
Rac1,60
RhoA,0
SSH,82
Thymosin,16
WASP,79
WAVE,70
