,"activity, %"
ARHGAP22,86
Actin_BR,8
Actin_ST,93
Arp2_3,8
CP,4
Cdc42,0
Cofilin,0
Coronin,13
Cortactin,10
Dia1,92
Dia2,93
Ena_Vasp,93
IRSp53_Cdc42,0
IRSp53_Rac1,10
LIMK,86
NET1,89
PAK,10
PIP2,50
PKD,86
Profilin,100
ROCK,86
ROS,10
Rac1,10
RhoA,93
SSH,13
Thymosin,66
WASP,34
WAVE,13
