,"activity, %"
ARHGAP22,79
Actin_BR,22
Actin_ST,88
Arp2_3,22
CP,8
Cdc42,53
Cofilin,14
Coronin,16
Cortactin,17
Dia1,81
Dia2,97
Ena_Vasp,94
IRSp53_Cdc42,53
IRSp53_Rac1,17
LIMK,84
NET1,43
PAK,57
PIP2,48
PKD,79
Profilin,96
ROCK,79
ROS,17
Rac1,17
RhoA,84
SSH,16
Thymosin,0
WASP,0
WAVE,27
