,"activity, %"
Actin_BR,100
Actin_ST,100
Arp2_3,100
CP,0
Cdc42,49
Cofilin,86
Coronin,100
Cortactin,100
Dia1,0
Dia2,100
Ena_Vasp,100
IRSp53,100
LIMK,0
PAK,100
PIP2,50
PKD,0
Profilin,100
ROCK,0
ROCK_,0
Rac1,100
RhoA,0
SSH,100
Thymosin,14
WASP,86
WAVE,100
