,"activity, %"
Actin_BR,20
Actin_ST,52
Arp2_3,20
CP,0
Cdc42,48
Cofilin,8
Coronin,17
Cortactin,27
Dia1,74
Dia2,88
Ena_Vasp,99
IRSp53,53
LIMK,83
PAK,99
PIP2,48
PKD,72
Profilin,52
ROCK,72
ROCK_,72
Rac1,27
RhoA,74
SSH,17
Thymosin,92
WASP,0
WAVE,27
