,"activity, %"
Actin_BR,0
Actin_ST,62
Arp2_3,0
CP,53
Cdc42,51
Cofilin,10
Coronin,15
Cortactin,4
Dia1,43
Dia2,99
Ena_Vasp,96
IRSp53,53
LIMK,85
PAK,0
PIP2,47
PKD,85
Profilin,62
ROCK,85
Rac1,4
RhoA,96
SSH,15
Thymosin,44
WASP,52
WAVE,4
