,"activity, %"
ARHGAP22,44
Actin_BR,19
Actin_ST,37
Arp2_3,19
CP,48
Cdc42,48
Cofilin,40
Coronin,42
Cortactin,0
Dia1,26
Dia2,52
Ena_Vasp,66
IRSp53_Cdc42,48
IRSp53_Rac1,0
LIMK,58
NET1,52
PAK,48
PIP2,52
PKD,0
Profilin,53
ROCK,44
ROS,0
Rac1,0
RhoA,52
SSH,42
Thymosin,37
WASP,53
WAVE,0
