,"activity, %"
Actin_BR,66
Actin_ST,90
Arp2_3,66
CP,0
Cdc42,49
Cofilin,70
Coronin,71
Cortactin,66
Dia1,20
Dia2,78
Ena_Vasp,93
IRSp53_Cdc42,49
IRSp53_Rac1,66
LIMK,21
PAK,68
PIP2,52
PKD,20
Profilin,91
ROCK,20
Rac1,66
RhoA,20
SSH,71
Thymosin,15
WASP,82
WAVE,78
