,"activity, %"
ARHGAP22,73
Actin_BR,43
Actin_ST,0
Arp2_3,43
CP,50
Cdc42,50
Cofilin,0
Coronin,21
Cortactin,23
Dia1,36
Dia2,94
Ena_Vasp,97
IRSp53_Cdc42,50
IRSp53_Rac1,24
LIMK,79
NET1,45
PAK,55
PIP2,50
PKD,73
Profilin,0
ROCK,73
ROS,24
Rac1,24
RhoA,77
SSH,21
Thymosin,53
WASP,47
WAVE,32
