,"activity, %"
ARHGAP22,80
Actin_BR,0
Actin_ST,96
Arp2_3,0
CP,0
Cdc42,49
Cofilin,6
Coronin,10
Cortactin,14
Dia1,85
Dia2,97
Ena_Vasp,98
IRSp53_Cdc42,49
IRSp53_Rac1,15
LIMK,89
NET1,48
PAK,51
PIP2,49
PKD,80
Profilin,96
ROCK,80
ROS,15
Rac1,15
RhoA,85
SSH,10
Thymosin,48
WASP,50
WAVE,26
