,"activity, %"
ARHGAP22,0
Actin_BR,45
Actin_ST,45
Arp2_3,45
CP,30
Cdc42,51
Cofilin,73
Coronin,96
Cortactin,48
Dia1,10
Dia2,61
Ena_Vasp,84
IRSp53_Cdc42,51
IRSp53_Rac1,48
LIMK,2
NET1,22
PAK,76
PIP2,48
PKD,0
Profilin,78
ROCK,0
ROS,48
Rac1,48
RhoA,10
SSH,96
Thymosin,19
WASP,74
WAVE,0
