,"activity, %"
ARHGAP22,0
Actin_BR,77
Actin_ST,88
Arp2_3,77
CP,48
Cdc42,51
Cofilin,82
Coronin,94
Cortactin,77
Dia1,7
Dia2,99
Ena_Vasp,88
IRSp53_Cdc42,51
IRSp53_Rac1,77
LIMK,1
NET1,22
PAK,78
PIP2,54
PKD,0
Profilin,88
ROCK,0
ROS,0
Rac1,77
RhoA,22
SSH,94
Thymosin,11
WASP,84
WAVE,89
