,"activity, %"
Actin_BR,57
Actin_ST,18
Arp2_3,57
CP,47
Cdc42,47
Cofilin,36
Coronin,84
Cortactin,88
Dia1,4
Dia2,58
Ena_Vasp,80
IRSp53,72
LIMK,8
PAK,80
PIP2,53
PKD,8
Profilin,29
ROCK,8
Rac1,57
RhoA,12
SSH,84
Thymosin,64
WASP,0
WAVE,57
