,"activity, %"
Actin_BR,58
Actin_ST,51
Arp2_3,58
CP,100
Cdc42,50
Cofilin,55
Coronin,22
Cortactin,31
Dia1,0
Dia2,86
Ena_Vasp,100
IRSp53,59
LIMK,78
PAK,99
PIP2,0
PKD,68
Profilin,60
ROCK,68
ROCK_,68
Rac1,31
RhoA,70
SSH,22
Thymosin,0
WASP,60
WAVE,31
