,"activity, %"
Actin_BR,47
Actin_ST,91
Arp2_3,47
CP,0
Cdc42,47
Cofilin,17
Coronin,0
Cortactin,22
Dia1,78
Dia2,88
Ena_Vasp,100
IRSp53,49
LIMK,89
PAK,100
PIP2,51
PKD,78
Profilin,91
ROCK,78
ROCK_,78
Rac1,22
RhoA,78
SSH,11
Thymosin,49
WASP,51
WAVE,22
