,"activity, %"
ARHGAP22,0
Actin_BR,31
Actin_ST,42
Arp2_3,31
CP,19
Cdc42,52
Cofilin,60
Coronin,76
Cortactin,31
Dia1,0
Dia2,52
Ena_Vasp,73
IRSp53_Cdc42,52
IRSp53_Rac1,31
LIMK,5
NET1,0
PAK,58
PIP2,50
PKD,0
Profilin,62
ROCK,0
ROS,31
Rac1,31
RhoA,0
SSH,76
Thymosin,32
WASP,62
WAVE,0
