,"activity, %"
ARHGAP22,79
Actin_BR,0
Actin_ST,90
Arp2_3,0
CP,0
Cdc42,51
Cofilin,6
Coronin,9
Cortactin,16
Dia1,83
Dia2,89
Ena_Vasp,98
IRSp53_Cdc42,51
IRSp53_Rac1,16
LIMK,90
NET1,46
PAK,53
PIP2,49
PKD,79
Profilin,90
ROCK,79
ROS,16
Rac1,16
RhoA,83
SSH,9
Thymosin,46
WASP,53
WAVE,30
