,"activity, %"
Actin_BR,64
Actin_ST,0
Arp2_3,64
CP,87
Cdc42,48
Cofilin,29
Coronin,22
Cortactin,32
Dia1,10
Dia2,88
Ena_Vasp,0
IRSp53,58
LIMK,78
PAK,99
PIP2,51
PKD,68
Profilin,0
ROCK,68
ROCK_,68
Rac1,32
RhoA,69
SSH,22
Thymosin,42
WASP,58
WAVE,32
