,"activity, %"
ARHGAP22,18
Actin_BR,52
Actin_ST,52
Arp2_3,52
CP,30
Cdc42,48
Cofilin,0
Coronin,64
Cortactin,52
Dia1,21
Dia2,69
Ena_Vasp,61
IRSp53_Cdc42,0
IRSp53_Rac1,52
LIMK,33
NET1,34
PAK,66
PIP2,52
PKD,18
Profilin,86
ROCK,18
ROS,52
Rac1,52
RhoA,21
SSH,64
Thymosin,51
WASP,49
WAVE,74
