,"activity, %"
ARHGAP22,79
Actin_BR,0
Actin_ST,60
Arp2_3,0
CP,50
Cdc42,50
Cofilin,7
Coronin,11
Cortactin,13
Dia1,37
Dia2,90
Ena_Vasp,94
IRSp53_Cdc42,50
IRSp53_Rac1,13
LIMK,89
NET1,100
PAK,0
PIP2,50
PKD,79
Profilin,60
ROCK,79
ROS,13
Rac1,13
RhoA,87
SSH,11
Thymosin,48
WASP,49
WAVE,25
