,"activity, %"
ARHGAP22,91
Actin_BR,0
Actin_ST,63
Arp2_3,0
CP,50
Cdc42,50
Cofilin,4
Coronin,9
Cortactin,4
Dia1,50
Dia2,100
Ena_Vasp,97
IRSp53_Cdc42,50
IRSp53_Rac1,4
LIMK,91
NET1,100
PAK,0
PIP2,50
PKD,91
Profilin,63
ROCK,91
ROS,4
Rac1,4
RhoA,100
SSH,9
Thymosin,48
WASP,50
WAVE,4
