,"activity, %"
ARHGAP22,76
Actin_BR,41
Actin_ST,74
Arp2_3,41
CP,23
Cdc42,50
Cofilin,30
Coronin,16
Cortactin,0
Dia1,65
Dia2,97
Ena_Vasp,96
IRSp53_Cdc42,0
IRSp53_Rac1,22
LIMK,84
NET1,46
PAK,53
PIP2,50
PKD,76
Profilin,96
ROCK,76
ROS,22
Rac1,22
RhoA,78
SSH,16
Thymosin,41
WASP,58
WAVE,31
