,"activity, %"
Actin_BR,50
Actin_ST,0
Arp2_3,50
CP,52
Cdc42,49
Cofilin,25
Coronin,8
Cortactin,0
Dia1,48
Dia2,100
Ena_Vasp,97
IRSp53,49
LIMK,92
PAK,96
PIP2,48
PKD,92
Profilin,0
ROCK,92
ROCK_,92
Rac1,0
RhoA,100
SSH,8
Thymosin,47
WASP,51
WAVE,0
