,"activity, %"
ARHGAP22,0
Actin_BR,73
Actin_ST,83
Arp2_3,73
CP,57
Cdc42,50
Cofilin,0
Coronin,64
Cortactin,71
Dia1,6
Dia2,94
Ena_Vasp,90
IRSp53_Cdc42,50
IRSp53_Rac1,73
LIMK,36
NET1,19
PAK,81
PIP2,48
PKD,29
Profilin,83
ROCK,29
ROS,73
Rac1,73
RhoA,34
SSH,64
Thymosin,46
WASP,53
WAVE,87
