,"activity, %"
ARHGAP22,77
Actin_BR,43
Actin_ST,31
Arp2_3,43
CP,68
Cdc42,50
Cofilin,43
Coronin,18
Cortactin,20
Dia1,32
Dia2,95
Ena_Vasp,0
IRSp53_Cdc42,50
IRSp53_Rac1,21
LIMK,0
NET1,46
PAK,54
PIP2,51
PKD,77
Profilin,69
ROCK,77
ROS,21
Rac1,21
RhoA,81
SSH,18
Thymosin,38
WASP,62
WAVE,26
