,"activity, %"
ARHGAP22,26
Actin_BR,62
Actin_ST,68
Arp2_3,62
CP,51
Cdc42,52
Cofilin,20
Coronin,0
Cortactin,0
Dia1,10
Dia2,86
Ena_Vasp,89
IRSp53_Cdc42,52
IRSp53_Rac1,62
LIMK,97
NET1,36
PAK,64
PIP2,51
PKD,26
Profilin,74
ROCK,26
ROS,62
Rac1,62
RhoA,26
SSH,0
Thymosin,47
WASP,52
WAVE,72
