,"activity, %"
Actin_BR,0
Actin_ST,0
Arp2_3,0
CP,51
Cdc42,53
Cofilin,6
Coronin,55
Cortactin,50
Dia1,25
Dia2,100
Ena_Vasp,88
IRSp53_Cdc42,53
IRSp53_Rac1,50
LIMK,45
PAK,76
PIP2,49
PKD,45
Profilin,0
ROCK,45
Rac1,50
RhoA,50
SSH,55
Thymosin,36
UPSTREAM,50
WASP,64
WAVE,100
