,"activity, %"
Actin_BR,95
Actin_ST,65
Arp2_3,95
CP,50
Cdc42,49
Cofilin,6
Coronin,8
Cortactin,96
Dia1,50
Dia2,100
Ena_Vasp,97
IRSp53,49
LIMK,92
PAK,96
PIP2,50
PKD,92
Profilin,65
ROCK,92
ROCK_,92
Rac1,0
RhoA,100
SSH,8
Thymosin,45
WASP,53
WAVE,0
