,"activity, %"
Actin_BR,73
Actin_ST,97
Arp2_3,73
CP,49
Cdc42,49
Cofilin,0
Coronin,0
Cortactin,50
Dia1,25
Dia2,100
Ena_Vasp,87
IRSp53_Cdc42,49
IRSp53_Rac1,50
LIMK,100
PAK,74
PIP2,51
PKD,50
Profilin,97
ROCK,50
Rac1,50
RhoA,50
SSH,0
Thymosin,42
UPSTREAM,50
WASP,58
WAVE,100
