,"activity, %"
ARHGAP22,81
Actin_BR,38
Actin_ST,25
Arp2_3,38
CP,38
Cdc42,48
Cofilin,27
Coronin,15
Cortactin,14
Dia1,0
Dia2,99
Ena_Vasp,0
IRSp53_Cdc42,48
IRSp53_Rac1,15
LIMK,85
NET1,49
PAK,51
PIP2,50
PKD,81
Profilin,55
ROCK,81
ROS,15
Rac1,15
RhoA,87
SSH,15
Thymosin,44
WASP,55
WAVE,20
