,"activity, %"
ARHGAP22,0
Actin_BR,59
Actin_ST,69
Arp2_3,59
CP,49
Cdc42,48
Cofilin,75
Coronin,81
Cortactin,59
Dia1,0
Dia2,59
Ena_Vasp,82
IRSp53_Cdc42,48
IRSp53_Rac1,59
LIMK,0
NET1,0
PAK,61
PIP2,51
PKD,0
Profilin,78
ROCK,0
ROS,59
Rac1,59
RhoA,0
SSH,81
Thymosin,15
WASP,79
WAVE,70
