,"activity, %"
Actin_BR,68
Actin_ST,75
Arp2_3,68
CP,50
Cdc42,51
Cofilin,52
Coronin,0
Cortactin,50
Dia1,25
Dia2,100
Ena_Vasp,90
IRSp53_Cdc42,51
IRSp53_Rac1,50
LIMK,50
PAK,75
PIP2,50
PKD,50
Profilin,75
ROCK,50
Rac1,50
RhoA,50
SSH,50
Thymosin,25
UPSTREAM,50
WASP,75
WAVE,0
