,"activity, %"
ARHGAP22,88
Actin_BR,36
Actin_ST,59
Arp2_3,36
CP,49
Cdc42,50
Cofilin,17
Coronin,0
Cortactin,0
Dia1,43
Dia2,92
Ena_Vasp,100
IRSp53_Cdc42,50
IRSp53_Rac1,12
LIMK,100
NET1,50
PAK,50
PIP2,51
PKD,88
Profilin,61
ROCK,88
ROS,12
Rac1,12
RhoA,88
SSH,0
Thymosin,50
WASP,50
WAVE,21
