,"activity, %"
Actin_BR,70
Actin_ST,90
Arp2_3,70
CP,100
Cdc42,50
Cofilin,78
Coronin,73
Cortactin,50
Dia1,0
Dia2,100
Ena_Vasp,90
IRSp53_Cdc42,50
IRSp53_Rac1,50
LIMK,27
PAK,75
PIP2,0
PKD,0
Profilin,100
ROCK,27
Rac1,50
RhoA,50
SSH,73
Thymosin,15
UPSTREAM,50
WASP,85
WAVE,100
