,"activity, %"
Actin_BR,0
Actin_ST,95
Arp2_3,0
CP,0
Cdc42,49
Cofilin,4
Coronin,8
Cortactin,8
Dia1,100
Dia2,100
Ena_Vasp,100
IRSp53,54
LIMK,92
PAK,0
PIP2,47
PKD,92
Profilin,95
ROCK,92
ROCK_,92
Rac1,8
RhoA,100
SSH,8
Thymosin,47
WASP,53
WAVE,8
