,"activity, %"
ARHGAP22,18
Actin_BR,66
Actin_ST,82
Arp2_3,66
CP,0
Cdc42,49
Cofilin,67
Coronin,64
Cortactin,66
Dia1,20
Dia2,83
Ena_Vasp,86
IRSp53_Cdc42,49
IRSp53_Rac1,66
LIMK,33
NET1,34
PAK,66
PIP2,0
PKD,18
Profilin,85
ROCK,18
ROS,66
Rac1,66
RhoA,20
SSH,64
Thymosin,27
WASP,68
WAVE,79
