,"activity, %"
ARHGAP22,26
Actin_BR,57
Actin_ST,63
Arp2_3,57
CP,31
Cdc42,50
Cofilin,59
Coronin,65
Cortactin,56
Dia1,29
Dia2,79
Ena_Vasp,94
IRSp53_Cdc42,50
IRSp53_Rac1,0
LIMK,34
NET1,29
PAK,71
PIP2,49
PKD,26
Profilin,95
ROCK,26
ROS,0
Rac1,57
RhoA,29
SSH,65
Thymosin,21
WASP,77
WAVE,57
