,"activity, %"
Actin_BR,67
Actin_ST,98
Arp2_3,67
CP,0
Cdc42,52
Cofilin,62
Coronin,71
Cortactin,50
Dia1,50
Dia2,100
Ena_Vasp,89
IRSp53_Cdc42,52
IRSp53_Rac1,50
LIMK,29
PAK,76
PIP2,50
PKD,0
Profilin,98
ROCK,29
Rac1,50
RhoA,50
SSH,71
Thymosin,20
UPSTREAM,50
WASP,80
WAVE,100
