,"activity, %"
ARHGAP22,20
Actin_BR,34
Actin_ST,42
Arp2_3,34
CP,0
Cdc42,48
Cofilin,40
Coronin,54
Cortactin,34
Dia1,23
Dia2,53
Ena_Vasp,68
IRSp53_Cdc42,48
IRSp53_Rac1,34
LIMK,43
NET1,36
PAK,64
PIP2,49
PKD,20
Profilin,52
ROCK,20
ROS,34
Rac1,34
RhoA,23
SSH,54
Thymosin,60
WASP,0
WAVE,58
