,"activity, %"
Actin_BR,78
Actin_ST,76
Arp2_3,78
CP,48
Cdc42,48
Cofilin,35
Coronin,22
Cortactin,30
Dia1,37
Dia2,87
Ena_Vasp,100
IRSp53,0
LIMK,78
PAK,99
PIP2,52
PKD,69
Profilin,80
ROCK,69
ROCK_,69
Rac1,30
RhoA,71
SSH,22
Thymosin,0
WASP,80
WAVE,30
