,"activity, %"
ARHGAP22,69
Actin_BR,46
Actin_ST,61
Arp2_3,46
CP,50
Cdc42,49
Cofilin,32
Coronin,19
Cortactin,0
Dia1,31
Dia2,87
Ena_Vasp,96
IRSp53_Cdc42,49
IRSp53_Rac1,28
LIMK,81
NET1,0
PAK,58
PIP2,50
PKD,69
Profilin,65
ROCK,69
ROS,28
Rac1,28
RhoA,72
SSH,19
Thymosin,42
WASP,56
WAVE,42
