,"activity, %"
ARHGAP22,21
Actin_BR,67
Actin_ST,74
Arp2_3,67
CP,52
Cdc42,53
Cofilin,60
Coronin,0
Cortactin,67
Dia1,10
Dia2,87
Ena_Vasp,80
IRSp53_Cdc42,53
IRSp53_Rac1,67
LIMK,20
NET1,32
PAK,68
PIP2,51
PKD,0
Profilin,81
ROCK,21
ROS,67
Rac1,67
RhoA,21
SSH,67
Thymosin,26
WASP,70
WAVE,78
