,"activity, %"
ARHGAP22,36
Actin_BR,36
Actin_ST,53
Arp2_3,36
CP,23
Cdc42,0
Cofilin,21
Coronin,0
Cortactin,36
Dia1,36
Dia2,36
Ena_Vasp,81
IRSp53_Cdc42,0
IRSp53_Rac1,36
LIMK,76
NET1,64
PAK,36
PIP2,49
PKD,36
Profilin,81
ROCK,36
ROS,36
Rac1,36
RhoA,36
SSH,14
Thymosin,38
WASP,55
WAVE,64
