,"activity, %"
ARHGAP22,0
Actin_BR,69
Actin_ST,53
Arp2_3,69
CP,34
Cdc42,48
Cofilin,83
Coronin,94
Cortactin,69
Dia1,0
Dia2,48
Ena_Vasp,89
IRSp53_Cdc42,48
IRSp53_Rac1,69
LIMK,1
NET1,0
PAK,71
PIP2,50
PKD,0
Profilin,87
ROCK,0
ROS,69
Rac1,69
RhoA,0
SSH,94
Thymosin,10
WASP,85
WAVE,82
