,"activity, %"
ARHGAP22,0
Actin_BR,58
Actin_ST,71
Arp2_3,58
CP,49
Cdc42,50
Cofilin,77
Coronin,85
Cortactin,0
Dia1,11
Dia2,90
Ena_Vasp,72
IRSp53_Cdc42,50
IRSp53_Rac1,65
LIMK,1
NET1,21
PAK,72
PIP2,43
PKD,0
Profilin,75
ROCK,0
ROS,65
Rac1,65
RhoA,36
SSH,85
Thymosin,15
WASP,66
WAVE,74
