,"activity, %"
ARHGAP22,0
Actin_BR,82
Actin_ST,0
Arp2_3,82
CP,42
Cdc42,48
Cofilin,76
Coronin,88
Cortactin,82
Dia1,5
Dia2,54
Ena_Vasp,94
IRSp53_Cdc42,48
IRSp53_Rac1,82
LIMK,12
NET1,18
PAK,82
PIP2,53
PKD,4
Profilin,0
ROCK,4
ROS,82
Rac1,82
RhoA,5
SSH,88
Thymosin,13
WASP,85
WAVE,94
